Country,Year,Series,Value
Tajikistan,2013,Net imports [Imports - Exports - Bunkers] (petajoules),24
Tajikistan,2014,Net imports [Imports - Exports - Bunkers] (petajoules),32
Tajikistan,2015,Net imports [Imports - Exports - Bunkers] (petajoules),32
Tajikistan,1995,Total supply (petajoules),95
Tajikistan,2000,Total supply (petajoules),91
Tajikistan,2005,Total supply (petajoules),99
Tajikistan,2010,Total supply (petajoules),94
Tajikistan,2013,Total supply (petajoules),97
Tajikistan,2014,Total supply (petajoules),109
Tajikistan,2015,Total supply (petajoules),114
Tajikistan,1995,Supply per capita (gigajoules),17
Tajikistan,2000,Supply per capita (gigajoules),15
Tajikistan,2005,Supply per capita (gigajoules),15
Tajikistan,2010,Supply per capita (gigajoules),12
Tajikistan,2013,Supply per capita (gigajoules),12
Tajikistan,2014,Supply per capita (gigajoules),13
Tajikistan,2015,Supply per capita (gigajoules),13
Thailand,1990,Primary energy production (petajoules),1089
Thailand,1995,Primary energy production (petajoules),1322
Thailand,2000,Primary energy production (petajoules),1700
Thailand,2005,Primary energy production (petajoules),2144
Thailand,2010,Primary energy production (petajoules),2952
Thailand,2013,Primary energy production (petajoules),3060
Thailand,2014,Primary energy production (petajoules),3137
Thailand,2015,Primary energy production (petajoules),2929
Thailand,1990,Net imports [Imports - Exports - Bunkers] (petajoules),699
Thailand,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1289
Thailand,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1308
Thailand,2005,Net imports [Imports - Exports - Bunkers] (petajoules),1869
Thailand,2010,Net imports [Imports - Exports - Bunkers] (petajoules),2027
Thailand,2013,Net imports [Imports - Exports - Bunkers] (petajoules),2145
Thailand,2014,Net imports [Imports - Exports - Bunkers] (petajoules),2235
Thailand,2015,Net imports [Imports - Exports - Bunkers] (petajoules),2470
Thailand,1990,Changes in stocks (petajoules),4
Thailand,1995,Changes in stocks (petajoules),-25
Thailand,2000,Changes in stocks (petajoules),-67
Thailand,2005,Changes in stocks (petajoules),-54
Thailand,2010,Changes in stocks (petajoules),33
Thailand,2013,Changes in stocks (petajoules),-163
Thailand,2014,Changes in stocks (petajoules),-57
Thailand,2015,Changes in stocks (petajoules),-13
Thailand,1990,Total supply (petajoules),1784
Thailand,1995,Total supply (petajoules),2635
Thailand,2000,Total supply (petajoules),3075
Thailand,2005,Total supply (petajoules),4067
Thailand,2010,Total supply (petajoules),4945
Thailand,2013,Total supply (petajoules),5367
Thailand,2014,Total supply (petajoules),5428
Thailand,2015,Total supply (petajoules),5412
Thailand,1990,Supply per capita (gigajoules),31
Thailand,1995,Supply per capita (gigajoules),44
Thailand,2000,Supply per capita (gigajoules),49
Thailand,2005,Supply per capita (gigajoules),61
Thailand,2010,Supply per capita (gigajoules),74
Thailand,2013,Supply per capita (gigajoules),80
Thailand,2014,Supply per capita (gigajoules),80
Thailand,2015,Supply per capita (gigajoules),80
TFYR of Macedonia,1995,Primary energy production (petajoules),112
TFYR of Macedonia,2000,Primary energy production (petajoules),118
TFYR of Macedonia,2005,Primary energy production (petajoules),108
TFYR of Macedonia,2010,Primary energy production (petajoules),68
TFYR of Macedonia,2013,Primary energy production (petajoules),65
TFYR of Macedonia,2014,Primary energy production (petajoules),61
TFYR of Macedonia,2015,Primary energy production (petajoules),58
TFYR of Macedonia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),43
TFYR of Macedonia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),48
TFYR of Macedonia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),52
TFYR of Macedonia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),53
TFYR of Macedonia,2013,Net imports [Imports - Exports - Bunkers] (petajoules),55
TFYR of Macedonia,2014,Net imports [Imports - Exports - Bunkers] (petajoules),59
TFYR of Macedonia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),60
TFYR of Macedonia,1995,Changes in stocks (petajoules),5
TFYR of Macedonia,2000,Changes in stocks (petajoules),-4
TFYR of Macedonia,2005,Changes in stocks (petajoules),-4
TFYR of Macedonia,2010,Changes in stocks (petajoules),-1
TFYR of Macedonia,2013,Changes in stocks (petajoules),-2
TFYR of Macedonia,2014,Changes in stocks (petajoules),0
TFYR of Macedonia,2015,Changes in stocks (petajoules),0
TFYR of Macedonia,1995,Total supply (petajoules),151
TFYR of Macedonia,2000,Total supply (petajoules),169
TFYR of Macedonia,2005,Total supply (petajoules),163
TFYR of Macedonia,2010,Total supply (petajoules),121
TFYR of Macedonia,2013,Total supply (petajoules),122
TFYR of Macedonia,2014,Total supply (petajoules),120
TFYR of Macedonia,2015,Total supply (petajoules),118
TFYR of Macedonia,1995,Supply per capita (gigajoules),77
TFYR of Macedonia,2000,Supply per capita (gigajoules),84
TFYR of Macedonia,2005,Supply per capita (gigajoules),80
TFYR of Macedonia,2010,Supply per capita (gigajoules),59
TFYR of Macedonia,2013,Supply per capita (gigajoules),59
TFYR of Macedonia,2014,Supply per capita (gigajoules),58
TFYR of Macedonia,2015,Supply per capita (gigajoules),57
Timor-Leste,2005,Primary energy production (petajoules),201
Timor-Leste,2010,Primary energy production (petajoules),186
Timor-Leste,2013,Primary energy production (petajoules),168
Timor-Leste,2014,Primary energy production (petajoules),142
Timor-Leste,2015,Primary energy production (petajoules),147
Timor-Leste,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-196
Timor-Leste,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-182
Timor-Leste,2013,Net imports [Imports - Exports - Bunkers] (petajoules),-161
Timor-Leste,2014,Net imports [Imports - Exports - Bunkers] (petajoules),-135
Timor-Leste,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-139
Timor-Leste,2005,Total supply (petajoules),4
Timor-Leste,2010,Total supply (petajoules),4
Timor-Leste,2013,Total supply (petajoules),7
Timor-Leste,2014,Total supply (petajoules),8
Timor-Leste,2015,Total supply (petajoules),8
Timor-Leste,2005,Supply per capita (gigajoules),4
Timor-Leste,2010,Supply per capita (gigajoules),4
Timor-Leste,2013,Supply per capita (gigajoules),6
Timor-Leste,2014,Supply per capita (gigajoules),7
Timor-Leste,2015,Supply per capita (gigajoules),7
Togo,1990,Primary energy production (petajoules),44
Togo,1995,Primary energy production (petajoules),57
Togo,2000,Primary energy production (petajoules),74
Togo,2005,Primary energy production (petajoules),84
Togo,2010,Primary energy production (petajoules),99
Togo,2013,Primary energy production (petajoules),108
Togo,2014,Primary energy production (petajoules),111
Togo,2015,Primary energy production (petajoules),113
Togo,1990,Net imports [Imports - Exports - Bunkers] (petajoules),11
Togo,1995,Net imports [Imports - Exports - Bunkers] (petajoules),15
Togo,2000,Net imports [Imports - Exports - Bunkers] (petajoules),16
Togo,2005,Net imports [Imports - Exports - Bunkers] (petajoules),15
Togo,2010,Net imports [Imports - Exports - Bunkers] (petajoules),29
Togo,2013,Net imports [Imports - Exports - Bunkers] (petajoules),25
Togo,2014,Net imports [Imports - Exports - Bunkers] (petajoules),26
Togo,2015,Net imports [Imports - Exports - Bunkers] (petajoules),26
Togo,1990,Changes in stocks (petajoules),0
Togo,1995,Changes in stocks (petajoules),0
Togo,2000,Changes in stocks (petajoules),0
Togo,2005,Changes in stocks (petajoules),-1
Togo,2010,Changes in stocks (petajoules),-2
Togo,2013,Changes in stocks (petajoules),-2
Togo,2014,Changes in stocks (petajoules),-2
Togo,2015,Changes in stocks (petajoules),-3
Togo,1990,Total supply (petajoules),55
Togo,1995,Total supply (petajoules),71
Togo,2000,Total supply (petajoules),89
Togo,2005,Total supply (petajoules),99
Togo,2010,Total supply (petajoules),130
Togo,2013,Total supply (petajoules),134
Togo,2014,Total supply (petajoules),139
Togo,2015,Total supply (petajoules),143
Togo,1990,Supply per capita (gigajoules),15
Togo,1995,Supply per capita (gigajoules),17
Togo,2000,Supply per capita (gigajoules),19
Togo,2005,Supply per capita (gigajoules),18
Togo,2010,Supply per capita (gigajoules),20
Togo,2013,Supply per capita (gigajoules),19
Togo,2014,Supply per capita (gigajoules),19
Togo,2015,Supply per capita (gigajoules),20
Tonga,1990,Primary energy production (petajoules),0
Tonga,1995,Primary energy production (petajoules),0
Tonga,2000,Primary energy production (petajoules),0
Tonga,2005,Primary energy production (petajoules),0
Tonga,2010,Primary energy production (petajoules),0
Tonga,2013,Primary energy production (petajoules),0
Tonga,2014,Primary energy production (petajoules),0
Tonga,2015,Primary energy production (petajoules),0
Tonga,1990,Net imports [Imports - Exports - Bunkers] (petajoules),1
Tonga,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1
Tonga,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1
Tonga,2005,Net imports [Imports - Exports - Bunkers] (petajoules),2
Tonga,2010,Net imports [Imports - Exports - Bunkers] (petajoules),2
Tonga,2013,Net imports [Imports - Exports - Bunkers] (petajoules),2
Tonga,2014,Net imports [Imports - Exports - Bunkers] (petajoules),2
Tonga,2015,Net imports [Imports - Exports - Bunkers] (petajoules),2
Tonga,2013,Changes in stocks (petajoules),0
Tonga,2014,Changes in stocks (petajoules),0
Tonga,2015,Changes in stocks (petajoules),0
Tonga,1990,Total supply (petajoules),1
Tonga,1995,Total supply (petajoules),1
Tonga,2000,Total supply (petajoules),1
Tonga,2005,Total supply (petajoules),2
Tonga,2010,Total supply (petajoules),2
Tonga,2013,Total supply (petajoules),2
Tonga,2014,Total supply (petajoules),2
Tonga,2015,Total supply (petajoules),2
Tonga,1990,Supply per capita (gigajoules),12
Tonga,1995,Supply per capita (gigajoules),14
Tonga,2000,Supply per capita (gigajoules),15
Tonga,2005,Supply per capita (gigajoules),16
Tonga,2010,Supply per capita (gigajoules),16
Tonga,2013,Supply per capita (gigajoules),15
Tonga,2014,Supply per capita (gigajoules),15
Tonga,2015,Supply per capita (gigajoules),16
Trinidad and Tobago,1990,Primary energy production (petajoules),529
Trinidad and Tobago,1995,Primary energy production (petajoules),511
Trinidad and Tobago,2000,Primary energy production (petajoules),799
Trinidad and Tobago,2005,Primary energy production (petajoules),1464
Trinidad and Tobago,2010,Primary energy production (petajoules),1786
Trinidad and Tobago,2013,Primary energy production (petajoules),1673
Trinidad and Tobago,2014,Primary energy production (petajoules),1663
Trinidad and Tobago,2015,Primary energy production (petajoules),1577
Trinidad and Tobago,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-271
Trinidad and Tobago,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-264
Trinidad and Tobago,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-378
Trinidad and Tobago,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-777
Trinidad and Tobago,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-954
Trinidad and Tobago,2013,Net imports [Imports - Exports - Bunkers] (petajoules),-863
Trinidad and Tobago,2014,Net imports [Imports - Exports - Bunkers] (petajoules),-847
Trinidad and Tobago,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-753
Trinidad and Tobago,1990,Changes in stocks (petajoules),6
Trinidad and Tobago,1995,Changes in stocks (petajoules),-12
Trinidad and Tobago,2000,Changes in stocks (petajoules),7
Trinidad and Tobago,2005,Changes in stocks (petajoules),10
Trinidad and Tobago,2010,Changes in stocks (petajoules),-13
Trinidad and Tobago,2013,Changes in stocks (petajoules),-13
Trinidad and Tobago,2014,Changes in stocks (petajoules),-6
Trinidad and Tobago,2015,Changes in stocks (petajoules),9
Trinidad and Tobago,1990,Total supply (petajoules),251
Trinidad and Tobago,1995,Total supply (petajoules),258
Trinidad and Tobago,2000,Total supply (petajoules),414
Trinidad and Tobago,2005,Total supply (petajoules),678
Trinidad and Tobago,2010,Total supply (petajoules),845
Trinidad and Tobago,2013,Total supply (petajoules),824
Trinidad and Tobago,2014,Total supply (petajoules),822
Trinidad and Tobago,2015,Total supply (petajoules),816
Trinidad and Tobago,1990,Supply per capita (gigajoules),206
Trinidad and Tobago,1995,Supply per capita (gigajoules),205
Trinidad and Tobago,2000,Supply per capita (gigajoules),321
Trinidad and Tobago,2005,Supply per capita (gigajoules),516
Trinidad and Tobago,2010,Supply per capita (gigajoules),636
Trinidad and Tobago,2013,Supply per capita (gigajoules),611
Trinidad and Tobago,2014,Supply per capita (gigajoules),607
Trinidad and Tobago,2015,Supply per capita (gigajoules),600
Tunisia,1990,Primary energy production (petajoules),222
Tunisia,1995,Primary energy production (petajoules),205
Tunisia,2000,Primary energy production (petajoules),253
Tunisia,2005,Primary energy production (petajoules),274
Tunisia,2010,Primary energy production (petajoules),341
Tunisia,2013,Primary energy production (petajoules),298
Tunisia,2014,Primary energy production (petajoules),274
Tunisia,2015,Primary energy production (petajoules),260
Tunisia,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-27
Tunisia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),6
Tunisia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),47
Tunisia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),71
Tunisia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),79
Tunisia,2013,Net imports [Imports - Exports - Bunkers] (petajoules),135
Tunisia,2014,Net imports [Imports - Exports - Bunkers] (petajoules),162
Tunisia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),198
Tunisia,1990,Changes in stocks (petajoules),3
Tunisia,1995,Changes in stocks (petajoules),-9
Tunisia,2000,Changes in stocks (petajoules),7
Tunisia,2005,Changes in stocks (petajoules),-4
Tunisia,2010,Changes in stocks (petajoules),-7
Tunisia,2013,Changes in stocks (petajoules),2
Tunisia,2014,Changes in stocks (petajoules),2
Tunisia,2015,Changes in stocks (petajoules),7
Tunisia,1990,Total supply (petajoules),192
Tunisia,1995,Total supply (petajoules),220
Tunisia,2000,Total supply (petajoules),293
Tunisia,2005,Total supply (petajoules),349
Tunisia,2010,Total supply (petajoules),427
Tunisia,2013,Total supply (petajoules),430
Tunisia,2014,Total supply (petajoules),435
Tunisia,2015,Total supply (petajoules),452
Tunisia,1990,Supply per capita (gigajoules),23
Tunisia,1995,Supply per capita (gigajoules),25
Tunisia,2000,Supply per capita (gigajoules),31
Tunisia,2005,Supply per capita (gigajoules),35
Tunisia,2010,Supply per capita (gigajoules),40
Tunisia,2013,Supply per capita (gigajoules),39
Tunisia,2014,Supply per capita (gigajoules),39
Tunisia,2015,Supply per capita (gigajoules),40
Turkey,1990,Primary energy production (petajoules),1087
Turkey,1995,Primary energy production (petajoules),1112
Turkey,2000,Primary energy production (petajoules),1085
Turkey,2005,Primary energy production (petajoules),1004
Turkey,2010,Primary energy production (petajoules),1352
Turkey,2013,Primary energy production (petajoules),1310
Turkey,2014,Primary energy production (petajoules),1303
Turkey,2015,Primary energy production (petajoules),1314
Turkey,1990,Net imports [Imports - Exports - Bunkers] (petajoules),1138
Turkey,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1532
Turkey,2000,Net imports [Imports - Exports - Bunkers] (petajoules),2113
Turkey,2005,Net imports [Imports - Exports - Bunkers] (petajoules),2517
Turkey,2010,Net imports [Imports - Exports - Bunkers] (petajoules),3039
Turkey,2013,Net imports [Imports - Exports - Bunkers] (petajoules),3584
Turkey,2014,Net imports [Imports - Exports - Bunkers] (petajoules),3744
Turkey,2015,Net imports [Imports - Exports - Bunkers] (petajoules),4111
Turkey,1990,Changes in stocks (petajoules),35
Turkey,1995,Changes in stocks (petajoules),45
Turkey,2000,Changes in stocks (petajoules),-3
Turkey,2005,Changes in stocks (petajoules),-28
Turkey,2010,Changes in stocks (petajoules),-28
Turkey,2013,Changes in stocks (petajoules),23
Turkey,2014,Changes in stocks (petajoules),-4
Turkey,2015,Changes in stocks (petajoules),87
Turkey,1990,Total supply (petajoules),2190
Turkey,1995,Total supply (petajoules),2598
Turkey,2000,Total supply (petajoules),3201
Turkey,2005,Total supply (petajoules),3549
Turkey,2010,Total supply (petajoules),4419
Turkey,2013,Total supply (petajoules),4872
Turkey,2014,Total supply (petajoules),5051
Turkey,2015,Total supply (petajoules),5338
Turkey,1990,Supply per capita (gigajoules),40
Turkey,1995,Supply per capita (gigajoules),44
Turkey,2000,Supply per capita (gigajoules),50
Turkey,2005,Supply per capita (gigajoules),52
Turkey,2010,Supply per capita (gigajoules),61
Turkey,2013,Supply per capita (gigajoules),64
Turkey,2014,Supply per capita (gigajoules),65
Turkey,2015,Supply per capita (gigajoules),68
Turkmenistan,1995,Primary energy production (petajoules),1376
Turkmenistan,2000,Primary energy production (petajoules),1928
Turkmenistan,2005,Primary energy production (petajoules),2584
Turkmenistan,2010,Primary energy production (petajoules),1982
Turkmenistan,2013,Primary energy production (petajoules),3208
Turkmenistan,2014,Primary energy production (petajoules),3270
Turkmenistan,2015,Primary energy production (petajoules),3407
Turkmenistan,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-802
Turkmenistan,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-1303
Turkmenistan,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-1779
Turkmenistan,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-1030
Turkmenistan,2013,Net imports [Imports - Exports - Bunkers] (petajoules),-2109
Turkmenistan,2014,Net imports [Imports - Exports - Bunkers] (petajoules),-2148
Turkmenistan,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-2248
Turkmenistan,1995,Total supply (petajoules),574
Turkmenistan,2000,Total supply (petajoules),625
Turkmenistan,2005,Total supply (petajoules),805
Turkmenistan,2010,Total supply (petajoules),951
Turkmenistan,2013,Total supply (petajoules),1100
Turkmenistan,2014,Total supply (petajoules),1123
Turkmenistan,2015,Total supply (petajoules),1160
Turkmenistan,1995,Supply per capita (gigajoules),137
Turkmenistan,2000,Supply per capita (gigajoules),139
Turkmenistan,2005,Supply per capita (gigajoules),170
Turkmenistan,2010,Supply per capita (gigajoules),189
Turkmenistan,2013,Supply per capita (gigajoules),210
Turkmenistan,2014,Supply per capita (gigajoules),212
Turkmenistan,2015,Supply per capita (gigajoules),216
Turks and Caicos Islands,1990,Primary energy production (petajoules),0
Turks and Caicos Islands,1995,Primary energy production (petajoules),0
Turks and Caicos Islands,2000,Primary energy production (petajoules),0
Turks and Caicos Islands,2005,Primary energy production (petajoules),0
Turks and Caicos Islands,2010,Primary energy production (petajoules),0
Turks and Caicos Islands,2013,Primary energy production (petajoules),0
Turks and Caicos Islands,2014,Primary energy production (petajoules),0
Turks and Caicos Islands,2015,Primary energy production (petajoules),0
Turks and Caicos Islands,1990,Net imports [Imports - Exports - Bunkers] (petajoules),0
Turks and Caicos Islands,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1
Turks and Caicos Islands,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1
Turks and Caicos Islands,2005,Net imports [Imports - Exports - Bunkers] (petajoules),2
Turks and Caicos Islands,2010,Net imports [Imports - Exports - Bunkers] (petajoules),3
Turks and Caicos Islands,2013,Net imports [Imports - Exports - Bunkers] (petajoules),3
Turks and Caicos Islands,2014,Net imports [Imports - Exports - Bunkers] (petajoules),3
Turks and Caicos Islands,2015,Net imports [Imports - Exports - Bunkers] (petajoules),3
Turks and Caicos Islands,1990,Total supply (petajoules),0
Turks and Caicos Islands,1995,Total supply (petajoules),1
Turks and Caicos Islands,2000,Total supply (petajoules),1
Turks and Caicos Islands,2005,Total supply (petajoules),2
Turks and Caicos Islands,2010,Total supply (petajoules),3
Turks and Caicos Islands,2013,Total supply (petajoules),3
Turks and Caicos Islands,2014,Total supply (petajoules),3
Turks and Caicos Islands,2015,Total supply (petajoules),3
Turks and Caicos Islands,1990,Supply per capita (gigajoules),34
Turks and Caicos Islands,1995,Supply per capita (gigajoules),43
Turks and Caicos Islands,2000,Supply per capita (gigajoules),52
Turks and Caicos Islands,2005,Supply per capita (gigajoules),57
Turks and Caicos Islands,2010,Supply per capita (gigajoules),84
Turks and Caicos Islands,2013,Supply per capita (gigajoules),79
Turks and Caicos Islands,2014,Supply per capita (gigajoules),83
Turks and Caicos Islands,2015,Supply per capita (gigajoules),84
Tuvalu,2015,Primary energy production (petajoules),0
Tuvalu,1990,Net imports [Imports - Exports - Bunkers] (petajoules),0
Tuvalu,1995,Net imports [Imports - Exports - Bunkers] (petajoules),0
Tuvalu,2000,Net imports [Imports - Exports - Bunkers] (petajoules),0
Tuvalu,2005,Net imports [Imports - Exports - Bunkers] (petajoules),0
Tuvalu,2010,Net imports [Imports - Exports - Bunkers] (petajoules),0
Tuvalu,2013,Net imports [Imports - Exports - Bunkers] (petajoules),0
Tuvalu,2014,Net imports [Imports - Exports - Bunkers] (petajoules),0
Tuvalu,2015,Net imports [Imports - Exports - Bunkers] (petajoules),0
Tuvalu,1990,Total supply (petajoules),0
Tuvalu,1995,Total supply (petajoules),0
Tuvalu,2000,Total supply (petajoules),0
Tuvalu,2005,Total supply (petajoules),0
Tuvalu,2010,Total supply (petajoules),0
Tuvalu,2013,Total supply (petajoules),0
Tuvalu,2014,Total supply (petajoules),0
Tuvalu,2015,Total supply (petajoules),0
Tuvalu,1990,Supply per capita (gigajoules),8
Tuvalu,1995,Supply per capita (gigajoules),9
Tuvalu,2000,Supply per capita (gigajoules),10
Tuvalu,2005,Supply per capita (gigajoules),13
Tuvalu,2010,Supply per capita (gigajoules),13
Tuvalu,2013,Supply per capita (gigajoules),13
Tuvalu,2014,Supply per capita (gigajoules),13
Tuvalu,2015,Supply per capita (gigajoules),14
Uganda,1990,Primary energy production (petajoules),271
Uganda,1995,Primary energy production (petajoules),300
Uganda,2000,Primary energy production (petajoules),302
Uganda,2005,Primary energy production (petajoules),390
Uganda,2010,Primary energy production (petajoules),477
Uganda,2013,Primary energy production (petajoules),548
Uganda,2014,Primary energy production (petajoules),573
Uganda,2015,Primary energy production (petajoules),595
Uganda,1990,Net imports [Imports - Exports - Bunkers] (petajoules),9
Uganda,1995,Net imports [Imports - Exports - Bunkers] (petajoules),12
Uganda,2000,Net imports [Imports - Exports - Bunkers] (petajoules),17
Uganda,2005,Net imports [Imports - Exports - Bunkers] (petajoules),26
Uganda,2010,Net imports [Imports - Exports - Bunkers] (petajoules),46
Uganda,2013,Net imports [Imports - Exports - Bunkers] (petajoules),49
Uganda,2014,Net imports [Imports - Exports - Bunkers] (petajoules),52
Uganda,2015,Net imports [Imports - Exports - Bunkers] (petajoules),60
Uganda,1990,Changes in stocks (petajoules),0
Uganda,1990,Total supply (petajoules),281
Uganda,1995,Total supply (petajoules),312
Uganda,2000,Total supply (petajoules),319
Uganda,2005,Total supply (petajoules),417
Uganda,2010,Total supply (petajoules),523
Uganda,2013,Total supply (petajoules),596
Uganda,2014,Total supply (petajoules),625
Uganda,2015,Total supply (petajoules),655
Uganda,1990,Supply per capita (gigajoules),16
Uganda,1995,Supply per capita (gigajoules),15
Uganda,2000,Supply per capita (gigajoules),13
Uganda,2005,Supply per capita (gigajoules),15
Uganda,2010,Supply per capita (gigajoules),16
Uganda,2013,Supply per capita (gigajoules),16
Uganda,2014,Supply per capita (gigajoules),17
Uganda,2015,Supply per capita (gigajoules),17
Ukraine,1995,Primary energy production (petajoules),3661
Ukraine,2000,Primary energy production (petajoules),3231
Ukraine,2005,Primary energy production (petajoules),3328
Ukraine,2010,Primary energy production (petajoules),3238
Ukraine,2013,Primary energy production (petajoules),3579
Ukraine,2014,Primary energy production (petajoules),3206
Ukraine,2015,Primary energy production (petajoules),2552
Ukraine,1995,Net imports [Imports - Exports - Bunkers] (petajoules),3411
Ukraine,2000,Net imports [Imports - Exports - Bunkers] (petajoules),2343
Ukraine,2005,Net imports [Imports - Exports - Bunkers] (petajoules),2458
Ukraine,2010,Net imports [Imports - Exports - Bunkers] (petajoules),1762
Ukraine,2013,Net imports [Imports - Exports - Bunkers] (petajoules),1320
Ukraine,2014,Net imports [Imports - Exports - Bunkers] (petajoules),1160
Ukraine,2015,Net imports [Imports - Exports - Bunkers] (petajoules),1268
Ukraine,1995,Changes in stocks (petajoules),0
Ukraine,2000,Changes in stocks (petajoules),0
Ukraine,2005,Changes in stocks (petajoules),-86
Ukraine,2010,Changes in stocks (petajoules),-490
Ukraine,2013,Changes in stocks (petajoules),54
Ukraine,2014,Changes in stocks (petajoules),-68
Ukraine,2015,Changes in stocks (petajoules),66
Ukraine,1995,Total supply (petajoules),7073
Ukraine,2000,Total supply (petajoules),5574
Ukraine,2005,Total supply (petajoules),5872
Ukraine,2010,Total supply (petajoules),5491
Ukraine,2013,Total supply (petajoules),4846
Ukraine,2014,Total supply (petajoules),4434
Ukraine,2015,Total supply (petajoules),3753
Ukraine,1995,Supply per capita (gigajoules),138
Ukraine,2000,Supply per capita (gigajoules),114
Ukraine,2005,Supply per capita (gigajoules),125
Ukraine,2010,Supply per capita (gigajoules),120
Ukraine,2013,Supply per capita (gigajoules),107
Ukraine,2014,Supply per capita (gigajoules),99
Ukraine,2015,Supply per capita (gigajoules),84
United Arab Emirates,1990,Primary energy production (petajoules),5177
United Arab Emirates,1995,Primary energy production (petajoules),5661
United Arab Emirates,2000,Primary energy production (petajoules),6571
United Arab Emirates,2005,Primary energy production (petajoules),7293
United Arab Emirates,2010,Primary energy production (petajoules),7496
United Arab Emirates,2013,Primary energy production (petajoules),8948
United Arab Emirates,2014,Primary energy production (petajoules),9052
United Arab Emirates,2015,Primary energy production (petajoules),9682
United Arab Emirates,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-4375
United Arab Emirates,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-4533
United Arab Emirates,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-4853
United Arab Emirates,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-5450
United Arab Emirates,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-4860
United Arab Emirates,2013,Net imports [Imports - Exports - Bunkers] (petajoules),-5866
United Arab Emirates,2014,Net imports [Imports - Exports - Bunkers] (petajoules),-5787
United Arab Emirates,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-6096
United Arab Emirates,1990,Changes in stocks (petajoules),12
United Arab Emirates,1995,Changes in stocks (petajoules),21
United Arab Emirates,1990,Total supply (petajoules),791
United Arab Emirates,1995,Total supply (petajoules),1108
United Arab Emirates,2000,Total supply (petajoules),1719
United Arab Emirates,2005,Total supply (petajoules),1842
United Arab Emirates,2010,Total supply (petajoules),2635
United Arab Emirates,2013,Total supply (petajoules),3082
United Arab Emirates,2014,Total supply (petajoules),3265
United Arab Emirates,2015,Total supply (petajoules),3587
United Arab Emirates,1990,Supply per capita (gigajoules),437
United Arab Emirates,1995,Supply per capita (gigajoules),472
United Arab Emirates,2000,Supply per capita (gigajoules),567
United Arab Emirates,2005,Supply per capita (gigajoules),453
United Arab Emirates,2010,Supply per capita (gigajoules),316
United Arab Emirates,2013,Supply per capita (gigajoules),341
United Arab Emirates,2014,Supply per capita (gigajoules),359
United Arab Emirates,2015,Supply per capita (gigajoules),392
United Kingdom,1990,Primary energy production (petajoules),8595
United Kingdom,1995,Primary energy production (petajoules),10588
United Kingdom,2000,Primary energy production (petajoules),11247
United Kingdom,2005,Primary energy production (petajoules),8483
United Kingdom,2010,Primary energy production (petajoules),6217
United Kingdom,2013,Primary energy production (petajoules),4574
United Kingdom,2014,Primary energy production (petajoules),4504
United Kingdom,2015,Primary energy production (petajoules),4926
United Kingdom,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-151
United Kingdom,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-1928
United Kingdom,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-2169
United Kingdom,2005,Net imports [Imports - Exports - Bunkers] (petajoules),736
United Kingdom,2010,Net imports [Imports - Exports - Bunkers] (petajoules),1959
United Kingdom,2013,Net imports [Imports - Exports - Bunkers] (petajoules),3372
United Kingdom,2014,Net imports [Imports - Exports - Bunkers] (petajoules),3089
United Kingdom,2015,Net imports [Imports - Exports - Bunkers] (petajoules),2460
